Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)	Begin File	Begin Path	File Offset (s)	Center Freq (Hz)	Freq 5% (Hz)	Freq 95% (Hz)	BW 90% (Hz)
3938	Spectrogram 1	1	40852.198474338	40852.575358629	3368.529	3752.285	S1130_048K_LVR_10458035_20250527_080000.flac	\\ag-clo-repnas5.ad.cornell.edu\w\projects\2019_YCCB_Bermuda_S1130\Killifish\Audio Data\2025 BDAKFP LVR\S1130_048K_LVR_10458035_20250527_080000.flac	52.1985	3585.938	3468.750	3656.250	187.500
3939	Spectrogram 1	1	40853.517569357	40853.844202410	3070.052	3581.727	S1130_048K_LVR_10458035_20250527_080000.flac	\\ag-clo-repnas5.ad.cornell.edu\w\projects\2019_YCCB_Bermuda_S1130\Killifish\Audio Data\2025 BDAKFP LVR\S1130_048K_LVR_10458035_20250527_080000.flac	53.5176	3539.062	3164.062	3562.500	398.438
3940	Spectrogram 1	1	40854.221086701	40854.610533802	3325.889	3667.006	S1130_048K_LVR_10458035_20250527_080000.flac	\\ag-clo-repnas5.ad.cornell.edu\w\projects\2019_YCCB_Bermuda_S1130\Killifish\Audio Data\2025 BDAKFP LVR\S1130_048K_LVR_10458035_20250527_080000.flac	54.2211	3585.938	3468.750	3632.812	164.062
3941	Spectrogram 1	1	40855.200985858	40855.565307340	3091.371	3581.727	S1130_048K_LVR_10458035_20250527_080000.flac	\\ag-clo-repnas5.ad.cornell.edu\w\projects\2019_YCCB_Bermuda_S1130\Killifish\Audio Data\2025 BDAKFP LVR\S1130_048K_LVR_10458035_20250527_080000.flac	55.2010	3562.500	3187.500	3562.500	375.000
3942	Spectrogram 1	1	40855.854251963	40856.168322206	3304.569	3794.925	S1130_048K_LVR_10458035_20250527_080000.flac	\\ag-clo-repnas5.ad.cornell.edu\w\projects\2019_YCCB_Bermuda_S1130\Killifish\Audio Data\2025 BDAKFP LVR\S1130_048K_LVR_10458035_20250527_080000.flac	55.8543	3585.938	3445.312	3679.688	234.375
3943	Spectrogram 1	1	40856.821588310	40857.236161031	3070.052	3560.407	S1130_048K_LVR_10458035_20250527_080000.flac	\\ag-clo-repnas5.ad.cornell.edu\w\projects\2019_YCCB_Bermuda_S1130\Killifish\Audio Data\2025 BDAKFP LVR\S1130_048K_LVR_10458035_20250527_080000.flac	56.8216	3492.188	3117.188	3539.062	421.875
3944	Spectrogram 1	1	40857.223598221	40857.575356893	3283.250	3773.605	S1130_048K_LVR_10458035_20250527_080000.flac	\\ag-clo-repnas5.ad.cornell.edu\w\projects\2019_YCCB_Bermuda_S1130\Killifish\Audio Data\2025 BDAKFP LVR\S1130_048K_LVR_10458035_20250527_080000.flac	57.2236	3585.938	3468.750	3656.250	187.500
3945	Spectrogram 1	1	40858.391939524	40858.706009767	3112.691	3603.047	S1130_048K_LVR_10458035_20250527_080000.flac	\\ag-clo-repnas5.ad.cornell.edu\w\projects\2019_YCCB_Bermuda_S1130\Killifish\Audio Data\2025 BDAKFP LVR\S1130_048K_LVR_10458035_20250527_080000.flac	58.3919	3585.938	3304.688	3585.938	281.250
3946	Spectrogram 1	1	40858.718572576	40859.095456868	3240.610	3730.965	S1130_048K_LVR_10458035_20250527_080000.flac	\\ag-clo-repnas5.ad.cornell.edu\w\projects\2019_YCCB_Bermuda_S1130\Killifish\Audio Data\2025 BDAKFP LVR\S1130_048K_LVR_10458035_20250527_080000.flac	58.7186	3585.938	3445.312	3656.250	210.938
3947	Spectrogram 1	1	40803.216079285	40803.530149528	1705.584	2025.381	S1130_048K_LVR_10458035_20250527_080000.flac	\\ag-clo-repnas5.ad.cornell.edu\w\projects\2019_YCCB_Bermuda_S1130\Killifish\Audio Data\2025 BDAKFP LVR\S1130_048K_LVR_10458035_20250527_080000.flac	3.2161	1968.750	1757.812	2015.625	257.812
3948	Spectrogram 1	1	40804.861807357	40805.150751980	1620.305	2068.021	S1130_048K_LVR_10458035_20250527_080000.flac	\\ag-clo-repnas5.ad.cornell.edu\w\projects\2019_YCCB_Bermuda_S1130\Killifish\Audio Data\2025 BDAKFP LVR\S1130_048K_LVR_10458035_20250527_080000.flac	4.8618	1968.750	1687.500	2062.500	375.000
3949	Spectrogram 1	1	40806.168339567	40806.494972619	1598.985	2068.021	S1130_048K_LVR_10458035_20250527_080000.flac	\\ag-clo-repnas5.ad.cornell.edu\w\projects\2019_YCCB_Bermuda_S1130\Killifish\Audio Data\2025 BDAKFP LVR\S1130_048K_LVR_10458035_20250527_080000.flac	6.1683	1968.750	1640.625	2062.500	421.875
3950	Spectrogram 1	1	40807.625625493	40807.889444497	1684.264	2089.341	S1130_048K_LVR_10458035_20250527_080000.flac	\\ag-clo-repnas5.ad.cornell.edu\w\projects\2019_YCCB_Bermuda_S1130\Killifish\Audio Data\2025 BDAKFP LVR\S1130_048K_LVR_10458035_20250527_080000.flac	7.6256	1992.188	1757.812	2062.500	304.688
3951	Spectrogram 1	1	40809.057785800	40809.283916374	1620.305	2068.021	S1130_048K_LVR_10458035_20250527_080000.flac	\\ag-clo-repnas5.ad.cornell.edu\w\projects\2019_YCCB_Bermuda_S1130\Killifish\Audio Data\2025 BDAKFP LVR\S1130_048K_LVR_10458035_20250527_080000.flac	9.0578	1968.750	1687.500	2039.062	351.562
3952	Spectrogram 1	1	40810.414569248	40810.716076681	1641.625	1961.422	S1130_048K_LVR_10458035_20250527_080000.flac	\\ag-clo-repnas5.ad.cornell.edu\w\projects\2019_YCCB_Bermuda_S1130\Killifish\Audio Data\2025 BDAKFP LVR\S1130_048K_LVR_10458035_20250527_080000.flac	10.4146	1851.562	1687.500	1945.312	257.812
3953	Spectrogram 1	1	40811.809041126	40812.035171701	1662.945	2089.341	S1130_048K_LVR_10458035_20250527_080000.flac	\\ag-clo-repnas5.ad.cornell.edu\w\projects\2019_YCCB_Bermuda_S1130\Killifish\Audio Data\2025 BDAKFP LVR\S1130_048K_LVR_10458035_20250527_080000.flac	11.8090	1968.750	1734.375	2062.500	328.125
3954	Spectrogram 1	1	40813.040196477	40813.291452671	1641.625	2153.300	S1130_048K_LVR_10458035_20250527_080000.flac	\\ag-clo-repnas5.ad.cornell.edu\w\projects\2019_YCCB_Bermuda_S1130\Killifish\Audio Data\2025 BDAKFP LVR\S1130_048K_LVR_10458035_20250527_080000.flac	13.0402	1992.188	1734.375	2109.375	375.000
3955	Spectrogram 1	1	40814.359291497	40814.723612978	1620.305	2068.021	S1130_048K_LVR_10458035_20250527_080000.flac	\\ag-clo-repnas5.ad.cornell.edu\w\projects\2019_YCCB_Bermuda_S1130\Killifish\Audio Data\2025 BDAKFP LVR\S1130_048K_LVR_10458035_20250527_080000.flac	14.3593	1968.750	1687.500	2062.500	375.000
3956	Spectrogram 1	1	40815.866828662	40816.105522046	1598.985	2195.940	S1130_048K_LVR_10458035_20250527_080000.flac	\\ag-clo-repnas5.ad.cornell.edu\w\projects\2019_YCCB_Bermuda_S1130\Killifish\Audio Data\2025 BDAKFP LVR\S1130_048K_LVR_10458035_20250527_080000.flac	15.8668	1992.188	1664.062	2132.812	468.750
3957	Spectrogram 1	1	40817.160798061	40817.424617065	1641.625	2110.660	S1130_048K_LVR_10458035_20250527_080000.flac	\\ag-clo-repnas5.ad.cornell.edu\w\projects\2019_YCCB_Bermuda_S1130\Killifish\Audio Data\2025 BDAKFP LVR\S1130_048K_LVR_10458035_20250527_080000.flac	17.1608	1992.188	1734.375	2085.938	351.562
3958	Spectrogram 1	1	40819.120596376	40819.384415380	1577.665	2110.660	S1130_048K_LVR_10458035_20250527_080000.flac	\\ag-clo-repnas5.ad.cornell.edu\w\projects\2019_YCCB_Bermuda_S1130\Killifish\Audio Data\2025 BDAKFP LVR\S1130_048K_LVR_10458035_20250527_080000.flac	19.1206	1968.750	1640.625	2085.938	445.312
3959	Spectrogram 1	1	40820.540193873	40820.766324448	1684.264	2110.660	S1130_048K_LVR_10458035_20250527_080000.flac	\\ag-clo-repnas5.ad.cornell.edu\w\projects\2019_YCCB_Bermuda_S1130\Killifish\Audio Data\2025 BDAKFP LVR\S1130_048K_LVR_10458035_20250527_080000.flac	20.5402	1992.188	1757.812	2085.938	328.125
3960	Spectrogram 1	1	40822.047731038	40822.311550042	1705.584	2131.980	S1130_048K_LVR_10458035_20250527_080000.flac	\\ag-clo-repnas5.ad.cornell.edu\w\projects\2019_YCCB_Bermuda_S1130\Killifish\Audio Data\2025 BDAKFP LVR\S1130_048K_LVR_10458035_20250527_080000.flac	22.0477	1992.188	1781.250	2085.938	304.688
3961	Spectrogram 1	1	40823.618082252	40823.881901255	1662.945	2131.980	S1130_048K_LVR_10458035_20250527_080000.flac	\\ag-clo-repnas5.ad.cornell.edu\w\projects\2019_YCCB_Bermuda_S1130\Killifish\Audio Data\2025 BDAKFP LVR\S1130_048K_LVR_10458035_20250527_080000.flac	23.6181	1992.188	1734.375	2085.938	351.562
3962	Spectrogram 1	1	40825.226121894	40825.477378088	1684.264	2110.660	S1130_048K_LVR_10458035_20250527_080000.flac	\\ag-clo-repnas5.ad.cornell.edu\w\projects\2019_YCCB_Bermuda_S1130\Killifish\Audio Data\2025 BDAKFP LVR\S1130_048K_LVR_10458035_20250527_080000.flac	25.2261	1992.188	1757.812	2085.938	328.125
3963	Spectrogram 1	1	40826.821598727	40827.085417731	1641.625	2046.701	S1130_048K_LVR_10458035_20250527_080000.flac	\\ag-clo-repnas5.ad.cornell.edu\w\projects\2019_YCCB_Bermuda_S1130\Killifish\Audio Data\2025 BDAKFP LVR\S1130_048K_LVR_10458035_20250527_080000.flac	26.8216	1968.750	1734.375	2039.062	304.688
3964	Spectrogram 1	1	40828.379387131	40828.693457374	1598.985	2046.701	S1130_048K_LVR_10458035_20250527_080000.flac	\\ag-clo-repnas5.ad.cornell.edu\w\projects\2019_YCCB_Bermuda_S1130\Killifish\Audio Data\2025 BDAKFP LVR\S1130_048K_LVR_10458035_20250527_080000.flac	28.3794	1968.750	1640.625	2039.062	398.438
3965	Spectrogram 1	1	40829.974863964	40830.213557348	1726.904	2089.341	S1130_048K_LVR_10458035_20250527_080000.flac	\\ag-clo-repnas5.ad.cornell.edu\w\projects\2019_YCCB_Bermuda_S1130\Killifish\Audio Data\2025 BDAKFP LVR\S1130_048K_LVR_10458035_20250527_080000.flac	29.9749	1992.188	1781.250	2062.500	281.250
3966	Spectrogram 1	1	40831.432149890	40831.708531704	1684.264	2110.660	S1130_048K_LVR_10458035_20250527_080000.flac	\\ag-clo-repnas5.ad.cornell.edu\w\projects\2019_YCCB_Bermuda_S1130\Killifish\Audio Data\2025 BDAKFP LVR\S1130_048K_LVR_10458035_20250527_080000.flac	31.4321	1992.188	1757.812	2085.938	328.125
3967	Spectrogram 1	1	40830.917074692	40831.256270554	1982.742	2387.818	S1130_048K_LVR_10458035_20250527_080000.flac	\\ag-clo-repnas5.ad.cornell.edu\w\projects\2019_YCCB_Bermuda_S1130\Killifish\Audio Data\2025 BDAKFP LVR\S1130_048K_LVR_10458035_20250527_080000.flac	30.9171	2062.500	1992.188	2320.312	328.125
3968	Spectrogram 1	1	40832.964812674	40833.241194488	1662.945	2110.660	S1130_048K_LVR_10458035_20250527_080000.flac	\\ag-clo-repnas5.ad.cornell.edu\w\projects\2019_YCCB_Bermuda_S1130\Killifish\Audio Data\2025 BDAKFP LVR\S1130_048K_LVR_10458035_20250527_080000.flac	32.9648	1992.188	1734.375	2085.938	351.562
3969	Spectrogram 1	1	40832.663305241	40832.839184577	2068.021	2366.498	S1130_048K_LVR_10458035_20250527_080000.flac	\\ag-clo-repnas5.ad.cornell.edu\w\projects\2019_YCCB_Bermuda_S1130\Killifish\Audio Data\2025 BDAKFP LVR\S1130_048K_LVR_10458035_20250527_080000.flac	32.6633	2226.562	2085.938	2320.312	234.375
3970	Spectrogram 1	1	40834.221093645	40834.535163888	1662.945	2174.620	S1130_048K_LVR_10458035_20250527_080000.flac	\\ag-clo-repnas5.ad.cornell.edu\w\projects\2019_YCCB_Bermuda_S1130\Killifish\Audio Data\2025 BDAKFP LVR\S1130_048K_LVR_10458035_20250527_080000.flac	34.2211	1992.188	1734.375	2109.375	375.000
3971	Spectrogram 1	1	40835.716068001	40836.030138243	1641.625	2068.021	S1130_048K_LVR_10458035_20250527_080000.flac	\\ag-clo-repnas5.ad.cornell.edu\w\projects\2019_YCCB_Bermuda_S1130\Killifish\Audio Data\2025 BDAKFP LVR\S1130_048K_LVR_10458035_20250527_080000.flac	35.7161	1968.750	1710.938	2062.500	351.562
3972	Spectrogram 1	1	40837.336670453	40837.562801028	1598.985	2025.381	S1130_048K_LVR_10458035_20250527_080000.flac	\\ag-clo-repnas5.ad.cornell.edu\w\projects\2019_YCCB_Bermuda_S1130\Killifish\Audio Data\2025 BDAKFP LVR\S1130_048K_LVR_10458035_20250527_080000.flac	37.3367	1968.750	1640.625	2015.625	375.000
3973	Spectrogram 1	1	40840.628126597	40840.904508410	1705.584	1918.782	S1130_048K_LVR_10458035_20250527_080000.flac	\\ag-clo-repnas5.ad.cornell.edu\w\projects\2019_YCCB_Bermuda_S1130\Killifish\Audio Data\2025 BDAKFP LVR\S1130_048K_LVR_10458035_20250527_080000.flac	40.6281	1828.125	1710.938	1898.438	187.500
3974	Spectrogram 1	1	40842.889432344	40843.115562919	1748.224	2153.300	S1130_048K_LVR_10458035_20250527_080000.flac	\\ag-clo-repnas5.ad.cornell.edu\w\projects\2019_YCCB_Bermuda_S1130\Killifish\Audio Data\2025 BDAKFP LVR\S1130_048K_LVR_10458035_20250527_080000.flac	42.8894	1992.188	1804.688	2085.938	281.250
3975	Spectrogram 1	1	40844.045210837	40844.271341412	1684.264	2131.980	S1130_048K_LVR_10458035_20250527_080000.flac	\\ag-clo-repnas5.ad.cornell.edu\w\projects\2019_YCCB_Bermuda_S1130\Killifish\Audio Data\2025 BDAKFP LVR\S1130_048K_LVR_10458035_20250527_080000.flac	44.0452	1992.188	1757.812	2085.938	328.125
3976	Spectrogram 1	1	40845.339180237	40845.590436431	1684.264	2068.021	S1130_048K_LVR_10458035_20250527_080000.flac	\\ag-clo-repnas5.ad.cornell.edu\w\projects\2019_YCCB_Bermuda_S1130\Killifish\Audio Data\2025 BDAKFP LVR\S1130_048K_LVR_10458035_20250527_080000.flac	45.3392	1968.750	1757.812	2062.500	304.688
3977	Spectrogram 1	1	40846.658275256	40846.947219880	1982.742	2323.858	S1130_048K_LVR_10458035_20250527_080000.flac	\\ag-clo-repnas5.ad.cornell.edu\w\projects\2019_YCCB_Bermuda_S1130\Killifish\Audio Data\2025 BDAKFP LVR\S1130_048K_LVR_10458035_20250527_080000.flac	46.6583	2039.062	1992.188	2296.875	304.688
3978	Spectrogram 1	1	40846.984908309	40847.211038884	1620.305	2131.980	S1130_048K_LVR_10458035_20250527_080000.flac	\\ag-clo-repnas5.ad.cornell.edu\w\projects\2019_YCCB_Bermuda_S1130\Killifish\Audio Data\2025 BDAKFP LVR\S1130_048K_LVR_10458035_20250527_080000.flac	46.9849	1968.750	1710.938	2085.938	375.000
3979	Spectrogram 1	1	40848.542696713	40848.881892575	1769.544	2153.300	S1130_048K_LVR_10458035_20250527_080000.flac	\\ag-clo-repnas5.ad.cornell.edu\w\projects\2019_YCCB_Bermuda_S1130\Killifish\Audio Data\2025 BDAKFP LVR\S1130_048K_LVR_10458035_20250527_080000.flac	48.5427	1992.188	1828.125	2109.375	281.250
3980	Spectrogram 1	1	40850.125610736	40850.389429740	1705.584	2110.660	S1130_048K_LVR_10458035_20250527_080000.flac	\\ag-clo-repnas5.ad.cornell.edu\w\projects\2019_YCCB_Bermuda_S1130\Killifish\Audio Data\2025 BDAKFP LVR\S1130_048K_LVR_10458035_20250527_080000.flac	50.1256	1992.188	1781.250	2085.938	304.688
3981	Spectrogram 1	1	40851.394454517	40851.695961950	2025.381	2323.858	S1130_048K_LVR_10458035_20250527_080000.flac	\\ag-clo-repnas5.ad.cornell.edu\w\projects\2019_YCCB_Bermuda_S1130\Killifish\Audio Data\2025 BDAKFP LVR\S1130_048K_LVR_10458035_20250527_080000.flac	51.3945	2156.250	2039.062	2296.875	257.812
3982	Spectrogram 1	1	40851.721087569	40851.909529715	1684.264	2089.341	S1130_048K_LVR_10458035_20250527_080000.flac	\\ag-clo-repnas5.ad.cornell.edu\w\projects\2019_YCCB_Bermuda_S1130\Killifish\Audio Data\2025 BDAKFP LVR\S1130_048K_LVR_10458035_20250527_080000.flac	51.7211	1968.750	1757.812	2062.500	304.688
3983	Spectrogram 1	1	40855.138171810	40855.389428004	1641.625	2174.620	S1130_048K_LVR_10458035_20250527_080000.flac	\\ag-clo-repnas5.ad.cornell.edu\w\projects\2019_YCCB_Bermuda_S1130\Killifish\Audio Data\2025 BDAKFP LVR\S1130_048K_LVR_10458035_20250527_080000.flac	55.1382	1992.188	1734.375	2109.375	375.000
3984	Spectrogram 1	1	40856.733648643	40857.022593266	1598.985	2131.980	S1130_048K_LVR_10458035_20250527_080000.flac	\\ag-clo-repnas5.ad.cornell.edu\w\projects\2019_YCCB_Bermuda_S1130\Killifish\Audio Data\2025 BDAKFP LVR\S1130_048K_LVR_10458035_20250527_080000.flac	56.7336	1968.750	1664.062	2085.938	421.875
3985	Spectrogram 1	1	40858.316562666	40858.530130431	1641.625	2068.021	S1130_048K_LVR_10458035_20250527_080000.flac	\\ag-clo-repnas5.ad.cornell.edu\w\projects\2019_YCCB_Bermuda_S1130\Killifish\Audio Data\2025 BDAKFP LVR\S1130_048K_LVR_10458035_20250527_080000.flac	58.3166	1968.750	1734.375	2062.500	328.125
3986	Spectrogram 1	1	40854.648222231	40855.226111478	85.279	1023.351	S1130_048K_LVR_10458035_20250527_080000.flac	\\ag-clo-repnas5.ad.cornell.edu\w\projects\2019_YCCB_Bermuda_S1130\Killifish\Audio Data\2025 BDAKFP LVR\S1130_048K_LVR_10458035_20250527_080000.flac	54.6482	304.688	93.750	843.750	750.000
3987	Spectrogram 1	1	40850.163299165	40850.527620647	191.878	1598.985	S1130_048K_LVR_10458035_20250527_080000.flac	\\ag-clo-repnas5.ad.cornell.edu\w\projects\2019_YCCB_Bermuda_S1130\Killifish\Audio Data\2025 BDAKFP LVR\S1130_048K_LVR_10458035_20250527_080000.flac	50.1633	445.312	234.375	1382.812	1148.438
3988	Spectrogram 1	1	40849.007520672	40849.396967773	874.112	1662.945	S1130_048K_LVR_10458035_20250527_080000.flac	\\ag-clo-repnas5.ad.cornell.edu\w\projects\2019_YCCB_Bermuda_S1130\Killifish\Audio Data\2025 BDAKFP LVR\S1130_048K_LVR_10458035_20250527_080000.flac	49.0075	1242.188	914.062	1617.188	703.125
3989	Spectrogram 1	1	40826.067830145	40826.595468152	596.954	1705.584	S1130_048K_LVR_10458035_20250527_080000.flac	\\ag-clo-repnas5.ad.cornell.edu\w\projects\2019_YCCB_Bermuda_S1130\Killifish\Audio Data\2025 BDAKFP LVR\S1130_048K_LVR_10458035_20250527_080000.flac	26.0678	960.938	632.812	1593.750	960.938
3990	Spectrogram 1	1	40829.999989583	40830.452250733	0.000	1321.828	S1130_048K_LVR_10458035_20250527_080000.flac	\\ag-clo-repnas5.ad.cornell.edu\w\projects\2019_YCCB_Bermuda_S1130\Killifish\Audio Data\2025 BDAKFP LVR\S1130_048K_LVR_10458035_20250527_080000.flac	30.0000	257.812	23.438	1101.562	1078.125
3991	Spectrogram 1	1	40828.492452418	40828.781397042	42.640	1129.950	S1130_048K_LVR_10458035_20250527_080000.flac	\\ag-clo-repnas5.ad.cornell.edu\w\projects\2019_YCCB_Bermuda_S1130\Killifish\Audio Data\2025 BDAKFP LVR\S1130_048K_LVR_10458035_20250527_080000.flac	28.4925	281.250	46.875	890.625	843.750
3992	Spectrogram 1	1	40859.535155207	40859.874351070	21.320	2430.457	S1130_048K_LVR_10458035_20250527_080000.flac	\\ag-clo-repnas5.ad.cornell.edu\w\projects\2019_YCCB_Bermuda_S1130\Killifish\Audio Data\2025 BDAKFP LVR\S1130_048K_LVR_10458035_20250527_080000.flac	59.5351	351.562	23.438	2085.938	2062.500
3993	Spectrogram 1	1	40858.731135386	40859.246210584	0.000	1620.305	S1130_048K_LVR_10458035_20250527_080000.flac	\\ag-clo-repnas5.ad.cornell.edu\w\projects\2019_YCCB_Bermuda_S1130\Killifish\Audio Data\2025 BDAKFP LVR\S1130_048K_LVR_10458035_20250527_080000.flac	58.7311	281.250	23.438	1312.500	1289.062
3994	Spectrogram 1	1	40854.296463559	40854.510031324	0.000	1918.782	S1130_048K_LVR_10458035_20250527_080000.flac	\\ag-clo-repnas5.ad.cornell.edu\w\projects\2019_YCCB_Bermuda_S1130\Killifish\Audio Data\2025 BDAKFP LVR\S1130_048K_LVR_10458035_20250527_080000.flac	54.2965	281.250	23.438	1476.562	1453.125
3995	Spectrogram 1	1	40851.896966905	40852.085409050	106.599	2494.417	S1130_048K_LVR_10458035_20250527_080000.flac	\\ag-clo-repnas5.ad.cornell.edu\w\projects\2019_YCCB_Bermuda_S1130\Killifish\Audio Data\2025 BDAKFP LVR\S1130_048K_LVR_10458035_20250527_080000.flac	51.8970	445.312	140.625	2156.250	2015.625
3996	Spectrogram 1	1	40848.592947952	40848.781390097	149.239	2068.021	S1130_048K_LVR_10458035_20250527_080000.flac	\\ag-clo-repnas5.ad.cornell.edu\w\projects\2019_YCCB_Bermuda_S1130\Killifish\Audio Data\2025 BDAKFP LVR\S1130_048K_LVR_10458035_20250527_080000.flac	48.5930	445.312	187.500	1992.188	1804.688
3997	Spectrogram 1	1	40847.349229790	40847.713551272	63.959	2451.777	S1130_048K_LVR_10458035_20250527_080000.flac	\\ag-clo-repnas5.ad.cornell.edu\w\projects\2019_YCCB_Bermuda_S1130\Killifish\Audio Data\2025 BDAKFP LVR\S1130_048K_LVR_10458035_20250527_080000.flac	47.3492	445.312	93.750	2156.250	2062.500
3998	Spectrogram 1	1	40845.829129816	40846.407019062	0.000	2323.858	S1130_048K_LVR_10458035_20250527_080000.flac	\\ag-clo-repnas5.ad.cornell.edu\w\projects\2019_YCCB_Bermuda_S1130\Killifish\Audio Data\2025 BDAKFP LVR\S1130_048K_LVR_10458035_20250527_080000.flac	45.8291	421.875	23.438	2109.375	2085.938
3999	Spectrogram 1	1	40842.462296814	40842.763804247	0.000	2025.381	S1130_048K_LVR_10458035_20250527_080000.flac	\\ag-clo-repnas5.ad.cornell.edu\w\projects\2019_YCCB_Bermuda_S1130\Killifish\Audio Data\2025 BDAKFP LVR\S1130_048K_LVR_10458035_20250527_080000.flac	42.4623	328.125	23.438	1968.750	1945.312
4000	Spectrogram 1	1	40840.339181973	40840.791443123	447.716	1471.066	S1130_048K_LVR_10458035_20250527_080000.flac	\\ag-clo-repnas5.ad.cornell.edu\w\projects\2019_YCCB_Bermuda_S1130\Killifish\Audio Data\2025 BDAKFP LVR\S1130_048K_LVR_10458035_20250527_080000.flac	40.3392	750.000	468.750	1359.375	890.625
4001	Spectrogram 1	1	40846.620586827	40847.072847977	618.274	1620.305	S1130_048K_LVR_10458035_20250527_080000.flac	\\ag-clo-repnas5.ad.cornell.edu\w\projects\2019_YCCB_Bermuda_S1130\Killifish\Audio Data\2025 BDAKFP LVR\S1130_048K_LVR_10458035_20250527_080000.flac	46.6206	937.500	632.812	1570.312	937.500
4002	Spectrogram 1	1	40831.130642457	40831.557777987	703.553	1684.264	S1130_048K_LVR_10458035_20250527_080000.flac	\\ag-clo-repnas5.ad.cornell.edu\w\projects\2019_YCCB_Bermuda_S1130\Killifish\Audio Data\2025 BDAKFP LVR\S1130_048K_LVR_10458035_20250527_080000.flac	31.1306	1101.562	750.000	1593.750	843.750
4003	Spectrogram 1	1	40804.711053641	40805.037686693	85.279	2494.417	S1130_048K_LVR_10458035_20250527_080000.flac	\\ag-clo-repnas5.ad.cornell.edu\w\projects\2019_YCCB_Bermuda_S1130\Killifish\Audio Data\2025 BDAKFP LVR\S1130_048K_LVR_10458035_20250527_080000.flac	4.7111	468.750	117.188	2179.688	2062.500
4004	Spectrogram 1	1	40808.228640359	40808.442208124	42.640	1321.828	S1130_048K_LVR_10458035_20250527_080000.flac	\\ag-clo-repnas5.ad.cornell.edu\w\projects\2019_YCCB_Bermuda_S1130\Killifish\Audio Data\2025 BDAKFP LVR\S1130_048K_LVR_10458035_20250527_080000.flac	8.2286	281.250	46.875	1054.688	1007.812
4005	Spectrogram 1	1	40808.643213079	40809.597986617	362.437	2345.178	S1130_048K_LVR_10458035_20250527_080000.flac	\\ag-clo-repnas5.ad.cornell.edu\w\projects\2019_YCCB_Bermuda_S1130\Killifish\Audio Data\2025 BDAKFP LVR\S1130_048K_LVR_10458035_20250527_080000.flac	8.6432	750.000	421.875	2156.250	1734.375
4006	Spectrogram 1	1	40808.806529605	40809.459795710	0.000	1598.985	S1130_048K_LVR_10458035_20250527_080000.flac	\\ag-clo-repnas5.ad.cornell.edu\w\projects\2019_YCCB_Bermuda_S1130\Killifish\Audio Data\2025 BDAKFP LVR\S1130_048K_LVR_10458035_20250527_080000.flac	8.8065	281.250	23.438	1312.500	1289.062
4007	Spectrogram 1	1	40811.796478316	40812.173362607	0.000	1407.107	S1130_048K_LVR_10458035_20250527_080000.flac	\\ag-clo-repnas5.ad.cornell.edu\w\projects\2019_YCCB_Bermuda_S1130\Killifish\Audio Data\2025 BDAKFP LVR\S1130_048K_LVR_10458035_20250527_080000.flac	11.7965	281.250	23.438	1148.438	1125.000
4008	Spectrogram 1	1	40815.942205520	40817.474868304	85.279	1343.148	S1130_048K_LVR_10458035_20250527_080000.flac	\\ag-clo-repnas5.ad.cornell.edu\w\projects\2019_YCCB_Bermuda_S1130\Killifish\Audio Data\2025 BDAKFP LVR\S1130_048K_LVR_10458035_20250527_080000.flac	15.9422	492.188	93.750	1171.875	1078.125
4009	Spectrogram 1	1	40822.248735993	40822.487429378	0.000	2771.574	S1130_048K_LVR_10458035_20250527_080000.flac	\\ag-clo-repnas5.ad.cornell.edu\w\projects\2019_YCCB_Bermuda_S1130\Killifish\Audio Data\2025 BDAKFP LVR\S1130_048K_LVR_10458035_20250527_080000.flac	22.2487	375.000	23.438	2273.438	2250.000
4010	Spectrogram 1	1	40823.190946721	40823.831650017	21.320	1513.706	S1130_048K_LVR_10458035_20250527_080000.flac	\\ag-clo-repnas5.ad.cornell.edu\w\projects\2019_YCCB_Bermuda_S1130\Killifish\Audio Data\2025 BDAKFP LVR\S1130_048K_LVR_10458035_20250527_080000.flac	23.1909	281.250	23.438	1265.625	1242.188
4011	Spectrogram 1	1	40826.809035917	40828.354261512	277.157	1002.031	S1130_048K_LVR_10458035_20250527_080000.flac	\\ag-clo-repnas5.ad.cornell.edu\w\projects\2019_YCCB_Bermuda_S1130\Killifish\Audio Data\2025 BDAKFP LVR\S1130_048K_LVR_10458035_20250527_080000.flac	26.8090	585.938	281.250	890.625	609.375
4012	Spectrogram 1	1	40810.527634536	40812.713563425	234.518	1002.031	S1130_048K_LVR_10458035_20250527_080000.flac	\\ag-clo-repnas5.ad.cornell.edu\w\projects\2019_YCCB_Bermuda_S1130\Killifish\Audio Data\2025 BDAKFP LVR\S1130_048K_LVR_10458035_20250527_080000.flac	10.5276	609.375	351.562	820.312	468.750
4013	Spectrogram 1	1	40802.424622274	40803.341707382	106.599	1172.589	S1130_048K_LVR_10458035_20250527_080000.flac	\\ag-clo-repnas5.ad.cornell.edu\w\projects\2019_YCCB_Bermuda_S1130\Killifish\Audio Data\2025 BDAKFP LVR\S1130_048K_LVR_10458035_20250527_080000.flac	2.4246	515.625	140.625	984.375	843.750
