Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)	Begin File	Begin Path	File Offset (s)	Center Freq (Hz)	Freq 5% (Hz)	Freq 95% (Hz)	BW 90% (Hz)	Source	Shape	Pulses
5433	Spectrogram 1	1	39031.381900000	39031.658280000	0.000	831.472	S1130_048K_MGV_10457639_20250526_233000.flac	\\ag-clo-repnas5.ad.cornell.edu\w\projects\2019_YCCB_Bermuda_S1130\Killifish\Audio Data\2025 BDAKFP MGV\S1130_048K_MGV_10457639_20250526_233000.flac	31.3819	304.688	46.875	562.500	515.625			4
5434	Spectrogram 1	1	39031.608000000	39031.884380000	0.000	831.472	S1130_048K_MGV_10457639_20250526_233000.flac	\\ag-clo-repnas5.ad.cornell.edu\w\projects\2019_YCCB_Bermuda_S1130\Killifish\Audio Data\2025 BDAKFP MGV\S1130_048K_MGV_10457639_20250526_233000.flac	31.6080	328.125	46.875	562.500	515.625			4
5435	Spectrogram 1	1	39031.005000000	39031.469830000	0.000	895.432	S1130_048K_MGV_10457639_20250526_233000.flac	\\ag-clo-repnas5.ad.cornell.edu\w\projects\2019_YCCB_Bermuda_S1130\Killifish\Audio Data\2025 BDAKFP MGV\S1130_048K_MGV_10457639_20250526_233000.flac	31.0050	304.688	46.875	585.938	539.062			5
5436	Spectrogram 1	1	39024.447200000	39024.736140000	0.000	1705.584	S1130_048K_MGV_10457639_20250526_233000.flac	\\ag-clo-repnas5.ad.cornell.edu\w\projects\2019_YCCB_Bermuda_S1130\Killifish\Audio Data\2025 BDAKFP MGV\S1130_048K_MGV_10457639_20250526_233000.flac	24.4472	304.688	46.875	585.938	539.062			2
5437	Spectrogram 1	1	39025.502500000	39025.741200000	0.000	938.071	S1130_048K_MGV_10457639_20250526_233000.flac	\\ag-clo-repnas5.ad.cornell.edu\w\projects\2019_YCCB_Bermuda_S1130\Killifish\Audio Data\2025 BDAKFP MGV\S1130_048K_MGV_10457639_20250526_233000.flac	25.5025	304.688	46.875	562.500	515.625			3
5438	Spectrogram 1	1	39047.776400000	39048.090470000	0.000	682.234	S1130_048K_MGV_10457639_20250526_233000.flac	\\ag-clo-repnas5.ad.cornell.edu\w\projects\2019_YCCB_Bermuda_S1130\Killifish\Audio Data\2025 BDAKFP MGV\S1130_048K_MGV_10457639_20250526_233000.flac	47.7764	304.688	46.875	562.500	515.625			3
5439	Spectrogram 1	1	39047.022600000	39047.349230000	42.640	1428.427	S1130_048K_MGV_10457639_20250526_233000.flac	\\ag-clo-repnas5.ad.cornell.edu\w\projects\2019_YCCB_Bermuda_S1130\Killifish\Audio Data\2025 BDAKFP MGV\S1130_048K_MGV_10457639_20250526_233000.flac	47.0226	328.125	70.312	585.938	515.625			3
5440	Spectrogram 1	1	39048.668300000	39048.819060000	0.000	895.432	S1130_048K_MGV_10457639_20250526_233000.flac	\\ag-clo-repnas5.ad.cornell.edu\w\projects\2019_YCCB_Bermuda_S1130\Killifish\Audio Data\2025 BDAKFP MGV\S1130_048K_MGV_10457639_20250526_233000.flac	48.6683	328.125	46.875	562.500	515.625			2
5441	Spectrogram 1	1	39048.354300000	39048.505060000	0.000	980.711	S1130_048K_MGV_10457639_20250526_233000.flac	\\ag-clo-repnas5.ad.cornell.edu\w\projects\2019_YCCB_Bermuda_S1130\Killifish\Audio Data\2025 BDAKFP MGV\S1130_048K_MGV_10457639_20250526_233000.flac	48.3543	328.125	46.875	562.500	515.625			2
5442	Spectrogram 1	1	39053.643200000	39053.969830000	0.000	874.112	S1130_048K_MGV_10457639_20250526_233000.flac	\\ag-clo-repnas5.ad.cornell.edu\w\projects\2019_YCCB_Bermuda_S1130\Killifish\Audio Data\2025 BDAKFP MGV\S1130_048K_MGV_10457639_20250526_233000.flac	53.6432	304.688	46.875	562.500	515.625			3
5443	Spectrogram 1	1	39043.241200000	39043.643210000	21.320	1129.950	S1130_048K_MGV_10457639_20250526_233000.flac	\\ag-clo-repnas5.ad.cornell.edu\w\projects\2019_YCCB_Bermuda_S1130\Killifish\Audio Data\2025 BDAKFP MGV\S1130_048K_MGV_10457639_20250526_233000.flac	43.2412	304.688	46.875	585.938	539.062			4
5444	Spectrogram 1	1	39044.535200000	39045.012590000	127.919	980.711	S1130_048K_MGV_10457639_20250526_233000.flac	\\ag-clo-repnas5.ad.cornell.edu\w\projects\2019_YCCB_Bermuda_S1130\Killifish\Audio Data\2025 BDAKFP MGV\S1130_048K_MGV_10457639_20250526_233000.flac	44.5352	398.438	140.625	632.812	492.188			3
5445	Spectrogram 1	1	39006.231100000	39006.507490000	0.000	1577.665	S1130_048K_MGV_10457639_20250526_233000.flac	\\ag-clo-repnas5.ad.cornell.edu\w\projects\2019_YCCB_Bermuda_S1130\Killifish\Audio Data\2025 BDAKFP MGV\S1130_048K_MGV_10457639_20250526_233000.flac	6.2311	328.125	46.875	585.938	539.062			2
5446	Spectrogram 1	1	39008.203500000	39008.467320000	0.000	1023.351	S1130_048K_MGV_10457639_20250526_233000.flac	\\ag-clo-repnas5.ad.cornell.edu\w\projects\2019_YCCB_Bermuda_S1130\Killifish\Audio Data\2025 BDAKFP MGV\S1130_048K_MGV_10457639_20250526_233000.flac	8.2035	304.688	46.875	562.500	515.625			2
5447	Spectrogram 1	1	39028.856800000	39029.221130000	0.000	788.833	S1130_048K_MGV_10457639_20250526_233000.flac	\\ag-clo-repnas5.ad.cornell.edu\w\projects\2019_YCCB_Bermuda_S1130\Killifish\Audio Data\2025 BDAKFP MGV\S1130_048K_MGV_10457639_20250526_233000.flac	28.8568	304.688	46.875	562.500	515.625			4
5448	Spectrogram 1	1	39028.442200000	39028.668330000	0.000	852.792	S1130_048K_MGV_10457639_20250526_233000.flac	\\ag-clo-repnas5.ad.cornell.edu\w\projects\2019_YCCB_Bermuda_S1130\Killifish\Audio Data\2025 BDAKFP MGV\S1130_048K_MGV_10457639_20250526_233000.flac	28.4422	304.688	46.875	562.500	515.625			2
5449	Spectrogram 1	1	39036.017600000	39036.721110000	0.000	831.472	S1130_048K_MGV_10457639_20250526_233000.flac	\\ag-clo-repnas5.ad.cornell.edu\w\projects\2019_YCCB_Bermuda_S1130\Killifish\Audio Data\2025 BDAKFP MGV\S1130_048K_MGV_10457639_20250526_233000.flac	36.0176	210.938	46.875	562.500	515.625			5
5450	Spectrogram 1	1	39039.785100000	39039.935860000	0.000	1151.269	S1130_048K_MGV_10457639_20250526_233000.flac	\\ag-clo-repnas5.ad.cornell.edu\w\projects\2019_YCCB_Bermuda_S1130\Killifish\Audio Data\2025 BDAKFP MGV\S1130_048K_MGV_10457639_20250526_233000.flac	39.7851	328.125	46.875	562.500	515.625			2
5451	Spectrogram 1	1	39040.011300000	39040.199750000	0.000	1002.031	S1130_048K_MGV_10457639_20250526_233000.flac	\\ag-clo-repnas5.ad.cornell.edu\w\projects\2019_YCCB_Bermuda_S1130\Killifish\Audio Data\2025 BDAKFP MGV\S1130_048K_MGV_10457639_20250526_233000.flac	40.0113	328.125	46.875	562.500	515.625			2
5452	Spectrogram 1	1	39017.536400000	39017.800220000	0.000	1193.909	S1130_048K_MGV_10457639_20250526_233000.flac	\\ag-clo-repnas5.ad.cornell.edu\w\projects\2019_YCCB_Bermuda_S1130\Killifish\Audio Data\2025 BDAKFP MGV\S1130_048K_MGV_10457639_20250526_233000.flac	17.5364	304.688	46.875	562.500	515.625			4
5453	Spectrogram 1	1	39016.518800000	39016.707240000	0.000	1215.229	S1130_048K_MGV_10457639_20250526_233000.flac	\\ag-clo-repnas5.ad.cornell.edu\w\projects\2019_YCCB_Bermuda_S1130\Killifish\Audio Data\2025 BDAKFP MGV\S1130_048K_MGV_10457639_20250526_233000.flac	16.5188	328.125	46.875	562.500	515.625			2
5454	Spectrogram 1	1	39013.152000000	39013.717320000	0.000	1407.107	S1130_048K_MGV_10457639_20250526_233000.flac	\\ag-clo-repnas5.ad.cornell.edu\w\projects\2019_YCCB_Bermuda_S1130\Killifish\Audio Data\2025 BDAKFP MGV\S1130_048K_MGV_10457639_20250526_233000.flac	13.1520	281.250	46.875	609.375	562.500			4
5455	Spectrogram 1	1	39059.307700000	39059.860460000	0.000	1172.589	S1130_048K_MGV_10457639_20250526_233000.flac	\\ag-clo-repnas5.ad.cornell.edu\w\projects\2019_YCCB_Bermuda_S1130\Killifish\Audio Data\2025 BDAKFP MGV\S1130_048K_MGV_10457639_20250526_233000.flac	59.3077	281.250	46.875	609.375	562.500			3
5456	Spectrogram 1	1	39055.337900000	39055.551470000	42.640	916.752	S1130_048K_MGV_10457639_20250526_233000.flac	\\ag-clo-repnas5.ad.cornell.edu\w\projects\2019_YCCB_Bermuda_S1130\Killifish\Audio Data\2025 BDAKFP MGV\S1130_048K_MGV_10457639_20250526_233000.flac	55.3379	328.125	70.312	562.500	492.188			2
5457	Spectrogram 1	1	39054.533900000	39054.835410000	0.000	916.752	S1130_048K_MGV_10457639_20250526_233000.flac	\\ag-clo-repnas5.ad.cornell.edu\w\projects\2019_YCCB_Bermuda_S1130\Killifish\Audio Data\2025 BDAKFP MGV\S1130_048K_MGV_10457639_20250526_233000.flac	54.5339	304.688	46.875	562.500	515.625			3
5458	Spectrogram 1	1	39038.729900000	39039.194720000	42.640	831.472	S1130_048K_MGV_10457639_20250526_233000.flac	\\ag-clo-repnas5.ad.cornell.edu\w\projects\2019_YCCB_Bermuda_S1130\Killifish\Audio Data\2025 BDAKFP MGV\S1130_048K_MGV_10457639_20250526_233000.flac	38.7299	328.125	70.312	585.938	515.625			4
5459	Spectrogram 1	1	39052.724800000	39053.252430000	42.640	1044.670	S1130_048K_MGV_10457639_20250526_233000.flac	\\ag-clo-repnas5.ad.cornell.edu\w\projects\2019_YCCB_Bermuda_S1130\Killifish\Audio Data\2025 BDAKFP MGV\S1130_048K_MGV_10457639_20250526_233000.flac	52.7248	304.688	70.312	609.375	539.062			3
5460	Spectrogram 1	1	39058.302700000	39058.704710000	21.320	724.873	S1130_048K_MGV_10457639_20250526_233000.flac	\\ag-clo-repnas5.ad.cornell.edu\w\projects\2019_YCCB_Bermuda_S1130\Killifish\Audio Data\2025 BDAKFP MGV\S1130_048K_MGV_10457639_20250526_233000.flac	58.3027	304.688	46.875	562.500	515.625			4
5461	Spectrogram 1	1	39058.717300000	39058.930860000	42.640	1705.584	S1130_048K_MGV_10457639_20250526_233000.flac	\\ag-clo-repnas5.ad.cornell.edu\w\projects\2019_YCCB_Bermuda_S1130\Killifish\Audio Data\2025 BDAKFP MGV\S1130_048K_MGV_10457639_20250526_233000.flac	58.7173	328.125	70.312	585.938	515.625			3
5462	Spectrogram 1	1	39050.501200000	39050.827830000	0.000	2068.021	S1130_048K_MGV_10457639_20250526_233000.flac	\\ag-clo-repnas5.ad.cornell.edu\w\projects\2019_YCCB_Bermuda_S1130\Killifish\Audio Data\2025 BDAKFP MGV\S1130_048K_MGV_10457639_20250526_233000.flac	50.5012	304.688	46.875	585.938	539.062			2
5463	Spectrogram 1	1	39052.008700000	39052.423270000	21.320	831.472	S1130_048K_MGV_10457639_20250526_233000.flac	\\ag-clo-repnas5.ad.cornell.edu\w\projects\2019_YCCB_Bermuda_S1130\Killifish\Audio Data\2025 BDAKFP MGV\S1130_048K_MGV_10457639_20250526_233000.flac	52.0087	328.125	46.875	585.938	539.062			4
5464	Spectrogram 1	1	39041.582900000	39041.984910000	21.320	1215.229	S1130_048K_MGV_10457639_20250526_233000.flac	\\ag-clo-repnas5.ad.cornell.edu\w\projects\2019_YCCB_Bermuda_S1130\Killifish\Audio Data\2025 BDAKFP MGV\S1130_048K_MGV_10457639_20250526_233000.flac	41.5829	304.688	46.875	585.938	539.062			3
5465	Spectrogram 1	1	39000.703500000	39000.917070000	0.000	1193.909	S1130_048K_MGV_10457639_20250526_233000.flac	\\ag-clo-repnas5.ad.cornell.edu\w\projects\2019_YCCB_Bermuda_S1130\Killifish\Audio Data\2025 BDAKFP MGV\S1130_048K_MGV_10457639_20250526_233000.flac	0.7035	328.125	46.875	562.500	515.625			1
5466	Spectrogram 1	1	39035.590400000	39035.778840000	0.000	746.193	S1130_048K_MGV_10457639_20250526_233000.flac	\\ag-clo-repnas5.ad.cornell.edu\w\projects\2019_YCCB_Bermuda_S1130\Killifish\Audio Data\2025 BDAKFP MGV\S1130_048K_MGV_10457639_20250526_233000.flac	35.5904	304.688	46.875	562.500	515.625			3
5467	Spectrogram 1	1	39036.934700000	39037.185960000	0.000	746.193	S1130_048K_MGV_10457639_20250526_233000.flac	\\ag-clo-repnas5.ad.cornell.edu\w\projects\2019_YCCB_Bermuda_S1130\Killifish\Audio Data\2025 BDAKFP MGV\S1130_048K_MGV_10457639_20250526_233000.flac	36.9347	304.688	46.875	562.500	515.625			2
5468	Spectrogram 1	1	39030.276400000	39030.364340000	0.000	1129.950	S1130_048K_MGV_10457639_20250526_233000.flac	\\ag-clo-repnas5.ad.cornell.edu\w\projects\2019_YCCB_Bermuda_S1130\Killifish\Audio Data\2025 BDAKFP MGV\S1130_048K_MGV_10457639_20250526_233000.flac	30.2764	210.938	23.438	679.688	656.250			2
5469	Spectrogram 1	1	39030.226100000	39030.716050000	42.640	746.193	S1130_048K_MGV_10457639_20250526_233000.flac	\\ag-clo-repnas5.ad.cornell.edu\w\projects\2019_YCCB_Bermuda_S1130\Killifish\Audio Data\2025 BDAKFP MGV\S1130_048K_MGV_10457639_20250526_233000.flac	30.2261	304.688	70.312	585.938	515.625			many
5470	Spectrogram 1	1	39031.871900000	39032.273910000	21.320	682.234	S1130_048K_MGV_10457639_20250526_233000.flac	\\ag-clo-repnas5.ad.cornell.edu\w\projects\2019_YCCB_Bermuda_S1130\Killifish\Audio Data\2025 BDAKFP MGV\S1130_048K_MGV_10457639_20250526_233000.flac	31.8719	304.688	46.875	562.500	515.625			3
5471	Spectrogram 1	1	39049.673400000	39050.012600000	2984.772	3347.209	S1130_048K_MGV_10457639_20250526_233000.flac	\\ag-clo-repnas5.ad.cornell.edu\w\projects\2019_YCCB_Bermuda_S1130\Killifish\Audio Data\2025 BDAKFP MGV\S1130_048K_MGV_10457639_20250526_233000.flac	49.6734	3164.062	3000.000	3304.688	304.688			1
5472	Spectrogram 1	1	39050.238700000	39050.603020000	3197.970	3496.448	S1130_048K_MGV_10457639_20250526_233000.flac	\\ag-clo-repnas5.ad.cornell.edu\w\projects\2019_YCCB_Bermuda_S1130\Killifish\Audio Data\2025 BDAKFP MGV\S1130_048K_MGV_10457639_20250526_233000.flac	50.2387	3375.000	3210.938	3492.188	281.250			1
5473	Spectrogram 1	1	39051.407000000	39051.758760000	3304.569	3624.366	S1130_048K_MGV_10457639_20250526_233000.flac	\\ag-clo-repnas5.ad.cornell.edu\w\projects\2019_YCCB_Bermuda_S1130\Killifish\Audio Data\2025 BDAKFP MGV\S1130_048K_MGV_10457639_20250526_233000.flac	51.4070	3468.750	3328.125	3609.375	281.250			1
5474	Spectrogram 1	1	39051.809000000	39052.060250000	3283.250	3645.686	S1130_048K_MGV_10457639_20250526_233000.flac	\\ag-clo-repnas5.ad.cornell.edu\w\projects\2019_YCCB_Bermuda_S1130\Killifish\Audio Data\2025 BDAKFP MGV\S1130_048K_MGV_10457639_20250526_233000.flac	51.8090	3468.750	3328.125	3632.812	304.688			1
5475	Spectrogram 1	1	39052.726100000	39053.077860000	3347.209	3709.646	S1130_048K_MGV_10457639_20250526_233000.flac	\\ag-clo-repnas5.ad.cornell.edu\w\projects\2019_YCCB_Bermuda_S1130\Killifish\Audio Data\2025 BDAKFP MGV\S1130_048K_MGV_10457639_20250526_233000.flac	52.7261	3515.625	3351.562	3679.688	328.125			1
5476	Spectrogram 1	1	39052.839200000	39053.278900000	3155.331	3475.128	S1130_048K_MGV_10457639_20250526_233000.flac	\\ag-clo-repnas5.ad.cornell.edu\w\projects\2019_YCCB_Bermuda_S1130\Killifish\Audio Data\2025 BDAKFP MGV\S1130_048K_MGV_10457639_20250526_233000.flac	52.8392	3328.125	3164.062	3468.750	304.688			1
5477	Spectrogram 1	1	39053.643200000	39053.969830000	3325.889	3645.686	S1130_048K_MGV_10457639_20250526_233000.flac	\\ag-clo-repnas5.ad.cornell.edu\w\projects\2019_YCCB_Bermuda_S1130\Killifish\Audio Data\2025 BDAKFP MGV\S1130_048K_MGV_10457639_20250526_233000.flac	53.6432	3468.750	3351.562	3632.812	281.250			1
5478	Spectrogram 1	1	39054.183400000	39054.597970000	3304.569	3752.285	S1130_048K_MGV_10457639_20250526_233000.flac	\\ag-clo-repnas5.ad.cornell.edu\w\projects\2019_YCCB_Bermuda_S1130\Killifish\Audio Data\2025 BDAKFP MGV\S1130_048K_MGV_10457639_20250526_233000.flac	54.1834	3515.625	3328.125	3726.562	398.438			1
5479	Spectrogram 1	1	39055.414600000	39055.854300000	3325.889	3730.965	S1130_048K_MGV_10457639_20250526_233000.flac	\\ag-clo-repnas5.ad.cornell.edu\w\projects\2019_YCCB_Bermuda_S1130\Killifish\Audio Data\2025 BDAKFP MGV\S1130_048K_MGV_10457639_20250526_233000.flac	55.4146	3515.625	3351.562	3703.125	351.562			1
5480	Spectrogram 1	1	39056.495000000	39056.809070000	3155.331	3539.087	S1130_048K_MGV_10457639_20250526_233000.flac	\\ag-clo-repnas5.ad.cornell.edu\w\projects\2019_YCCB_Bermuda_S1130\Killifish\Audio Data\2025 BDAKFP MGV\S1130_048K_MGV_10457639_20250526_233000.flac	56.4950	3398.438	3187.500	3539.062	351.562			1
5481	Spectrogram 1	1	39056.821600000	39057.160790000	3176.651	3517.767	S1130_048K_MGV_10457639_20250526_233000.flac	\\ag-clo-repnas5.ad.cornell.edu\w\projects\2019_YCCB_Bermuda_S1130\Killifish\Audio Data\2025 BDAKFP MGV\S1130_048K_MGV_10457639_20250526_233000.flac	56.8216	3375.000	3187.500	3515.625	328.125			1
5482	Spectrogram 1	1	39058.203500000	39058.492440000	3197.970	3752.285	S1130_048K_MGV_10457639_20250526_233000.flac	\\ag-clo-repnas5.ad.cornell.edu\w\projects\2019_YCCB_Bermuda_S1130\Killifish\Audio Data\2025 BDAKFP MGV\S1130_048K_MGV_10457639_20250526_233000.flac	58.2035	3468.750	3234.375	3726.562	492.188			1
5483	Spectrogram 1	1	39059.309000000	39059.623070000	3261.930	3581.727	S1130_048K_MGV_10457639_20250526_233000.flac	\\ag-clo-repnas5.ad.cornell.edu\w\projects\2019_YCCB_Bermuda_S1130\Killifish\Audio Data\2025 BDAKFP MGV\S1130_048K_MGV_10457639_20250526_233000.flac	59.3090	3421.875	3281.250	3562.500	281.250			1
5484	Spectrogram 1	1	39047.587900000	39047.939660000	3091.371	3539.087	S1130_048K_MGV_10457639_20250526_233000.flac	\\ag-clo-repnas5.ad.cornell.edu\w\projects\2019_YCCB_Bermuda_S1130\Killifish\Audio Data\2025 BDAKFP MGV\S1130_048K_MGV_10457639_20250526_233000.flac	47.5879	3375.000	3117.188	3539.062	421.875			1
5485	Spectrogram 1	1	39044.912000000	39045.326580000	3134.011	3496.448	S1130_048K_MGV_10457639_20250526_233000.flac	\\ag-clo-repnas5.ad.cornell.edu\w\projects\2019_YCCB_Bermuda_S1130\Killifish\Audio Data\2025 BDAKFP MGV\S1130_048K_MGV_10457639_20250526_233000.flac	44.9120	3351.562	3164.062	3492.188	328.125			1
5486	Spectrogram 1	1	39042.072900000	39042.374410000	2068.021	2558.376	S1130_048K_MGV_10457639_20250526_233000.flac	\\ag-clo-repnas5.ad.cornell.edu\w\projects\2019_YCCB_Bermuda_S1130\Killifish\Audio Data\2025 BDAKFP MGV\S1130_048K_MGV_10457639_20250526_233000.flac	42.0729	2273.438	2109.375	2507.812	398.438			2
5487	Spectrogram 1	1	39044.849200000	39045.150710000	2046.701	2537.056	S1130_048K_MGV_10457639_20250526_233000.flac	\\ag-clo-repnas5.ad.cornell.edu\w\projects\2019_YCCB_Bermuda_S1130\Killifish\Audio Data\2025 BDAKFP MGV\S1130_048K_MGV_10457639_20250526_233000.flac	44.8492	2273.438	2085.938	2484.375	398.438			2
5488	Spectrogram 1	1	39042.688400000	39043.027590000	3006.092	3325.889	S1130_048K_MGV_10457639_20250526_233000.flac	\\ag-clo-repnas5.ad.cornell.edu\w\projects\2019_YCCB_Bermuda_S1130\Killifish\Audio Data\2025 BDAKFP MGV\S1130_048K_MGV_10457639_20250526_233000.flac	42.6884	3164.062	3023.438	3304.688	281.250			1
5489	Spectrogram 1	1	39040.339200000	39040.565330000	3155.331	3560.407	S1130_048K_MGV_10457639_20250526_233000.flac	\\ag-clo-repnas5.ad.cornell.edu\w\projects\2019_YCCB_Bermuda_S1130\Killifish\Audio Data\2025 BDAKFP MGV\S1130_048K_MGV_10457639_20250526_233000.flac	40.3392	3398.438	3187.500	3539.062	351.562			1
5490	Spectrogram 1	1	39020.892000000	39021.281450000	3155.331	3645.686	S1130_048K_MGV_10457639_20250526_233000.flac	\\ag-clo-repnas5.ad.cornell.edu\w\projects\2019_YCCB_Bermuda_S1130\Killifish\Audio Data\2025 BDAKFP MGV\S1130_048K_MGV_10457639_20250526_233000.flac	20.8920	3421.875	3187.500	3609.375	421.875			1
5491	Spectrogram 1	1	39022.123100000	39022.474860000	3070.052	3560.407	S1130_048K_MGV_10457639_20250526_233000.flac	\\ag-clo-repnas5.ad.cornell.edu\w\projects\2019_YCCB_Bermuda_S1130\Killifish\Audio Data\2025 BDAKFP MGV\S1130_048K_MGV_10457639_20250526_233000.flac	22.1231	3351.562	3093.750	3539.062	445.312			1
5492	Spectrogram 1	1	39022.726100000	39023.140680000	3219.290	3624.366	S1130_048K_MGV_10457639_20250526_233000.flac	\\ag-clo-repnas5.ad.cornell.edu\w\projects\2019_YCCB_Bermuda_S1130\Killifish\Audio Data\2025 BDAKFP MGV\S1130_048K_MGV_10457639_20250526_233000.flac	22.7261	3421.875	3257.812	3609.375	351.562			1
5493	Spectrogram 1	1	39023.429600000	39023.831610000	3219.290	3603.047	S1130_048K_MGV_10457639_20250526_233000.flac	\\ag-clo-repnas5.ad.cornell.edu\w\projects\2019_YCCB_Bermuda_S1130\Killifish\Audio Data\2025 BDAKFP MGV\S1130_048K_MGV_10457639_20250526_233000.flac	23.4296	3421.875	3234.375	3562.500	328.125			1
5494	Spectrogram 1	1	39027.223600000	39027.613050000	3155.331	3581.727	S1130_048K_MGV_10457639_20250526_233000.flac	\\ag-clo-repnas5.ad.cornell.edu\w\projects\2019_YCCB_Bermuda_S1130\Killifish\Audio Data\2025 BDAKFP MGV\S1130_048K_MGV_10457639_20250526_233000.flac	27.2236	3398.438	3187.500	3539.062	351.562			1
5495	Spectrogram 1	1	39028.630600000	39029.032610000	3197.970	3603.047	S1130_048K_MGV_10457639_20250526_233000.flac	\\ag-clo-repnas5.ad.cornell.edu\w\projects\2019_YCCB_Bermuda_S1130\Killifish\Audio Data\2025 BDAKFP MGV\S1130_048K_MGV_10457639_20250526_233000.flac	28.6306	3421.875	3234.375	3562.500	328.125			1
5496	Spectrogram 1	1	39029.811500000	39030.226070000	3155.331	3624.366	S1130_048K_MGV_10457639_20250526_233000.flac	\\ag-clo-repnas5.ad.cornell.edu\w\projects\2019_YCCB_Bermuda_S1130\Killifish\Audio Data\2025 BDAKFP MGV\S1130_048K_MGV_10457639_20250526_233000.flac	29.8115	3398.438	3187.500	3609.375	421.875			1
5497	Spectrogram 1	1	39031.105500000	39031.545200000	3176.651	3624.366	S1130_048K_MGV_10457639_20250526_233000.flac	\\ag-clo-repnas5.ad.cornell.edu\w\projects\2019_YCCB_Bermuda_S1130\Killifish\Audio Data\2025 BDAKFP MGV\S1130_048K_MGV_10457639_20250526_233000.flac	31.1055	3421.875	3210.938	3609.375	398.438			1
5498	Spectrogram 1	1	39032.688400000	39032.977350000	3112.691	3645.686	S1130_048K_MGV_10457639_20250526_233000.flac	\\ag-clo-repnas5.ad.cornell.edu\w\projects\2019_YCCB_Bermuda_S1130\Killifish\Audio Data\2025 BDAKFP MGV\S1130_048K_MGV_10457639_20250526_233000.flac	32.6884	3421.875	3140.625	3609.375	468.750			1
5499	Spectrogram 1	1	39032.336700000	39032.701020000	3240.610	3709.646	S1130_048K_MGV_10457639_20250526_233000.flac	\\ag-clo-repnas5.ad.cornell.edu\w\projects\2019_YCCB_Bermuda_S1130\Killifish\Audio Data\2025 BDAKFP MGV\S1130_048K_MGV_10457639_20250526_233000.flac	32.3367	3468.750	3281.250	3679.688	398.438			1
5500	Spectrogram 1	1	39033.467300000	39033.806490000	3027.412	3475.128	S1130_048K_MGV_10457639_20250526_233000.flac	\\ag-clo-repnas5.ad.cornell.edu\w\projects\2019_YCCB_Bermuda_S1130\Killifish\Audio Data\2025 BDAKFP MGV\S1130_048K_MGV_10457639_20250526_233000.flac	33.4673	3281.250	3070.312	3468.750	398.438			1
5501	Spectrogram 1	1	39033.806500000	39034.309010000	3134.011	3581.727	S1130_048K_MGV_10457639_20250526_233000.flac	\\ag-clo-repnas5.ad.cornell.edu\w\projects\2019_YCCB_Bermuda_S1130\Killifish\Audio Data\2025 BDAKFP MGV\S1130_048K_MGV_10457639_20250526_233000.flac	33.8065	3398.438	3164.062	3539.062	375.000			1
5502	Spectrogram 1	1	39035.138200000	39035.439710000	3176.651	3560.407	S1130_048K_MGV_10457639_20250526_233000.flac	\\ag-clo-repnas5.ad.cornell.edu\w\projects\2019_YCCB_Bermuda_S1130\Killifish\Audio Data\2025 BDAKFP MGV\S1130_048K_MGV_10457639_20250526_233000.flac	35.1382	3398.438	3210.938	3539.062	328.125			1
5503	Spectrogram 1	1	39035.452200000	39035.753710000	3368.529	3837.564	S1130_048K_MGV_10457639_20250526_233000.flac	\\ag-clo-repnas5.ad.cornell.edu\w\projects\2019_YCCB_Bermuda_S1130\Killifish\Audio Data\2025 BDAKFP MGV\S1130_048K_MGV_10457639_20250526_233000.flac	35.4522	3539.062	3375.000	3773.438	398.438			1
