Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)	Begin File	Begin Path	File Offset (s)	Center Freq (Hz)	Freq 5% (Hz)	Freq 95% (Hz)	BW 90% (Hz)	Source	Shape	Pulses
5358	Spectrogram 1	1	38432.085400000	38432.412030000	1833.503	2238.579	S1130_048K_MGV_10457639_20250526_230000.flac	\\ag-clo-repnas5.ad.cornell.edu\w\projects\2019_YCCB_Bermuda_S1130\Killifish\Audio Data\2025 BDAKFP MGV\S1130_048K_MGV_10457639_20250526_230000.flac	32.0854	2015.625	1851.562	2203.125	351.562			1
5359	Spectrogram 1	1	38433.932100000	38434.082850000	1982.742	2174.620	S1130_048K_MGV_10457639_20250526_230000.flac	\\ag-clo-repnas5.ad.cornell.edu\w\projects\2019_YCCB_Bermuda_S1130\Killifish\Audio Data\2025 BDAKFP MGV\S1130_048K_MGV_10457639_20250526_230000.flac	33.9321	2085.938	1992.188	2156.250	164.062			1
5360	Spectrogram 1	1	38426.733700000	38427.085460000	1748.224	2153.300	S1130_048K_MGV_10457639_20250526_230000.flac	\\ag-clo-repnas5.ad.cornell.edu\w\projects\2019_YCCB_Bermuda_S1130\Killifish\Audio Data\2025 BDAKFP MGV\S1130_048K_MGV_10457639_20250526_230000.flac	26.7337	1921.875	1757.812	2109.375	351.562			1
5361	Spectrogram 1	1	38424.447200000	38424.836640000	1812.183	2345.178	S1130_048K_MGV_10457639_20250526_230000.flac	\\ag-clo-repnas5.ad.cornell.edu\w\projects\2019_YCCB_Bermuda_S1130\Killifish\Audio Data\2025 BDAKFP MGV\S1130_048K_MGV_10457639_20250526_230000.flac	24.4472	2039.062	1851.562	2320.312	468.750			1
5362	Spectrogram 1	1	38441.206000000	38441.809010000	3389.849	3730.965	S1130_048K_MGV_10457639_20250526_230000.flac	\\ag-clo-repnas5.ad.cornell.edu\w\projects\2019_YCCB_Bermuda_S1130\Killifish\Audio Data\2025 BDAKFP MGV\S1130_048K_MGV_10457639_20250526_230000.flac	41.2060	3539.062	3398.438	3703.125	304.688			1
5363	Spectrogram 1	1	38440.175900000	38440.603030000	3411.168	3709.646	S1130_048K_MGV_10457639_20250526_230000.flac	\\ag-clo-repnas5.ad.cornell.edu\w\projects\2019_YCCB_Bermuda_S1130\Killifish\Audio Data\2025 BDAKFP MGV\S1130_048K_MGV_10457639_20250526_230000.flac	40.1759	3539.062	3421.875	3679.688	257.812			1
5364	Spectrogram 1	1	38443.517600000	38443.806550000	3325.889	3603.047	S1130_048K_MGV_10457639_20250526_230000.flac	\\ag-clo-repnas5.ad.cornell.edu\w\projects\2019_YCCB_Bermuda_S1130\Killifish\Audio Data\2025 BDAKFP MGV\S1130_048K_MGV_10457639_20250526_230000.flac	43.5176	3445.312	3351.562	3585.938	234.375			1
5365	Spectrogram 1	1	38443.756300000	38444.145740000	3411.168	3709.646	S1130_048K_MGV_10457639_20250526_230000.flac	\\ag-clo-repnas5.ad.cornell.edu\w\projects\2019_YCCB_Bermuda_S1130\Killifish\Audio Data\2025 BDAKFP MGV\S1130_048K_MGV_10457639_20250526_230000.flac	43.7563	3539.062	3421.875	3679.688	257.812			1
5366	Spectrogram 1	1	38442.650700000	38443.002460000	3411.168	3794.925	S1130_048K_MGV_10457639_20250526_230000.flac	\\ag-clo-repnas5.ad.cornell.edu\w\projects\2019_YCCB_Bermuda_S1130\Killifish\Audio Data\2025 BDAKFP MGV\S1130_048K_MGV_10457639_20250526_230000.flac	42.6507	3562.500	3421.875	3773.438	351.562			1
5367	Spectrogram 1	1	38442.349200000	38442.638150000	3347.209	3667.006	S1130_048K_MGV_10457639_20250526_230000.flac	\\ag-clo-repnas5.ad.cornell.edu\w\projects\2019_YCCB_Bermuda_S1130\Killifish\Audio Data\2025 BDAKFP MGV\S1130_048K_MGV_10457639_20250526_230000.flac	42.3492	3468.750	3351.562	3656.250	304.688			1
5368	Spectrogram 1	1	38444.585400000	38444.962290000	3304.569	3709.646	S1130_048K_MGV_10457639_20250526_230000.flac	\\ag-clo-repnas5.ad.cornell.edu\w\projects\2019_YCCB_Bermuda_S1130\Killifish\Audio Data\2025 BDAKFP MGV\S1130_048K_MGV_10457639_20250526_230000.flac	44.5854	3492.188	3328.125	3679.688	351.562			1
5369	Spectrogram 1	1	38444.849200000	38445.226080000	3347.209	3730.965	S1130_048K_MGV_10457639_20250526_230000.flac	\\ag-clo-repnas5.ad.cornell.edu\w\projects\2019_YCCB_Bermuda_S1130\Killifish\Audio Data\2025 BDAKFP MGV\S1130_048K_MGV_10457639_20250526_230000.flac	44.8492	3515.625	3375.000	3703.125	328.125			1
5370	Spectrogram 1	1	38445.841700000	38446.281400000	3368.529	3688.326	S1130_048K_MGV_10457639_20250526_230000.flac	\\ag-clo-repnas5.ad.cornell.edu\w\projects\2019_YCCB_Bermuda_S1130\Killifish\Audio Data\2025 BDAKFP MGV\S1130_048K_MGV_10457639_20250526_230000.flac	45.8417	3515.625	3375.000	3679.688	304.688			1
5371	Spectrogram 1	1	38447.098000000	38447.500010000	3347.209	3730.965	S1130_048K_MGV_10457639_20250526_230000.flac	\\ag-clo-repnas5.ad.cornell.edu\w\projects\2019_YCCB_Bermuda_S1130\Killifish\Audio Data\2025 BDAKFP MGV\S1130_048K_MGV_10457639_20250526_230000.flac	47.0980	3515.625	3375.000	3703.125	328.125			1
5372	Spectrogram 1	1	38448.241200000	38448.668330000	3347.209	3752.285	S1130_048K_MGV_10457639_20250526_230000.flac	\\ag-clo-repnas5.ad.cornell.edu\w\projects\2019_YCCB_Bermuda_S1130\Killifish\Audio Data\2025 BDAKFP MGV\S1130_048K_MGV_10457639_20250526_230000.flac	48.2412	3539.062	3375.000	3726.562	351.562			1
5373	Spectrogram 1	1	38449.258800000	38449.698500000	3347.209	3752.285	S1130_048K_MGV_10457639_20250526_230000.flac	\\ag-clo-repnas5.ad.cornell.edu\w\projects\2019_YCCB_Bermuda_S1130\Killifish\Audio Data\2025 BDAKFP MGV\S1130_048K_MGV_10457639_20250526_230000.flac	49.2588	3539.062	3375.000	3726.562	351.562			1
5374	Spectrogram 1	1	38449.120600000	38449.522610000	1748.224	2238.579	S1130_048K_MGV_10457639_20250526_230000.flac	\\ag-clo-repnas5.ad.cornell.edu\w\projects\2019_YCCB_Bermuda_S1130\Killifish\Audio Data\2025 BDAKFP MGV\S1130_048K_MGV_10457639_20250526_230000.flac	49.1206	1968.750	1781.250	2203.125	421.875			1
5375	Spectrogram 1	1	38448.103000000	38448.454760000	1812.183	2302.539	S1130_048K_MGV_10457639_20250526_230000.flac	\\ag-clo-repnas5.ad.cornell.edu\w\projects\2019_YCCB_Bermuda_S1130\Killifish\Audio Data\2025 BDAKFP MGV\S1130_048K_MGV_10457639_20250526_230000.flac	48.1030	2015.625	1851.562	2273.438	421.875			1
5376	Spectrogram 1	1	38448.505000000	38448.505000000	1748.224	1748.224	S1130_048K_MGV_10457639_20250526_230000.flac	\\ag-clo-repnas5.ad.cornell.edu\w\projects\2019_YCCB_Bermuda_S1130\Killifish\Audio Data\2025 BDAKFP MGV\S1130_048K_MGV_10457639_20250526_230000.flac	48.5050	1757.812	1757.812	1757.812	0.000			
5377	Spectrogram 1	1	38446.871800000	38447.148180000	1790.863	2238.579	S1130_048K_MGV_10457639_20250526_230000.flac	\\ag-clo-repnas5.ad.cornell.edu\w\projects\2019_YCCB_Bermuda_S1130\Killifish\Audio Data\2025 BDAKFP MGV\S1130_048K_MGV_10457639_20250526_230000.flac	46.8718	1992.188	1828.125	2203.125	375.000			1
5378	Spectrogram 1	1	38445.615600000	38445.954800000	1726.904	2217.259	S1130_048K_MGV_10457639_20250526_230000.flac	\\ag-clo-repnas5.ad.cornell.edu\w\projects\2019_YCCB_Bermuda_S1130\Killifish\Audio Data\2025 BDAKFP MGV\S1130_048K_MGV_10457639_20250526_230000.flac	45.6156	1945.312	1757.812	2179.688	421.875			1
5379	Spectrogram 1	1	38445.301500000	38445.628130000	1705.584	2174.620	S1130_048K_MGV_10457639_20250526_230000.flac	\\ag-clo-repnas5.ad.cornell.edu\w\projects\2019_YCCB_Bermuda_S1130\Killifish\Audio Data\2025 BDAKFP MGV\S1130_048K_MGV_10457639_20250526_230000.flac	45.3015	1921.875	1734.375	2132.812	398.438			1
5380	Spectrogram 1	1	38444.422100000	38444.761290000	1812.183	2174.620	S1130_048K_MGV_10457639_20250526_230000.flac	\\ag-clo-repnas5.ad.cornell.edu\w\projects\2019_YCCB_Bermuda_S1130\Killifish\Audio Data\2025 BDAKFP MGV\S1130_048K_MGV_10457639_20250526_230000.flac	44.4221	1968.750	1851.562	2156.250	304.688			1
5381	Spectrogram 1	1	38443.944700000	38444.334150000	1790.863	2153.300	S1130_048K_MGV_10457639_20250526_230000.flac	\\ag-clo-repnas5.ad.cornell.edu\w\projects\2019_YCCB_Bermuda_S1130\Killifish\Audio Data\2025 BDAKFP MGV\S1130_048K_MGV_10457639_20250526_230000.flac	43.9447	1968.750	1828.125	2109.375	281.250			1
5382	Spectrogram 1	1	38443.304000000	38443.643190000	1748.224	2281.219	S1130_048K_MGV_10457639_20250526_230000.flac	\\ag-clo-repnas5.ad.cornell.edu\w\projects\2019_YCCB_Bermuda_S1130\Killifish\Audio Data\2025 BDAKFP MGV\S1130_048K_MGV_10457639_20250526_230000.flac	43.3040	1968.750	1781.250	2250.000	468.750			1
5383	Spectrogram 1	1	38442.198500000	38442.550260000	1769.544	2238.579	S1130_048K_MGV_10457639_20250526_230000.flac	\\ag-clo-repnas5.ad.cornell.edu\w\projects\2019_YCCB_Bermuda_S1130\Killifish\Audio Data\2025 BDAKFP MGV\S1130_048K_MGV_10457639_20250526_230000.flac	42.1985	1968.750	1781.250	2203.125	421.875			1
5384	Spectrogram 1	1	38458.995000000	38459.673400000	0.000	341.117	S1130_048K_MGV_10457639_20250526_230000.flac	\\ag-clo-repnas5.ad.cornell.edu\w\projects\2019_YCCB_Bermuda_S1130\Killifish\Audio Data\2025 BDAKFP MGV\S1130_048K_MGV_10457639_20250526_230000.flac	58.9950	117.188	23.438	281.250	257.812			2
5385	Spectrogram 1	1	38437.650800000	38439.849290000	0.000	938.071	S1130_048K_MGV_10457639_20250526_230000.flac	\\ag-clo-repnas5.ad.cornell.edu\w\projects\2019_YCCB_Bermuda_S1130\Killifish\Audio Data\2025 BDAKFP MGV\S1130_048K_MGV_10457639_20250526_230000.flac	37.6508	187.500	23.438	750.000	726.562			3
5386	Spectrogram 1	1	38438.366800000	38438.718560000	1662.945	2281.219	S1130_048K_MGV_10457639_20250526_230000.flac	\\ag-clo-repnas5.ad.cornell.edu\w\projects\2019_YCCB_Bermuda_S1130\Killifish\Audio Data\2025 BDAKFP MGV\S1130_048K_MGV_10457639_20250526_230000.flac	38.3668	1945.312	1687.500	2250.000	562.500			1
5387	Spectrogram 1	1	38438.844200000	38439.195960000	3325.889	3794.925	S1130_048K_MGV_10457639_20250526_230000.flac	\\ag-clo-repnas5.ad.cornell.edu\w\projects\2019_YCCB_Bermuda_S1130\Killifish\Audio Data\2025 BDAKFP MGV\S1130_048K_MGV_10457639_20250526_230000.flac	38.8442	3515.625	3351.562	3750.000	398.438			1
5388	Spectrogram 1	1	38437.788900000	38438.354230000	3283.250	3816.245	S1130_048K_MGV_10457639_20250526_230000.flac	\\ag-clo-repnas5.ad.cornell.edu\w\projects\2019_YCCB_Bermuda_S1130\Killifish\Audio Data\2025 BDAKFP MGV\S1130_048K_MGV_10457639_20250526_230000.flac	37.7889	3539.062	3328.125	3773.438	445.312			1
5389	Spectrogram 1	1	38437.072900000	38437.374410000	3368.529	3752.285	S1130_048K_MGV_10457639_20250526_230000.flac	\\ag-clo-repnas5.ad.cornell.edu\w\projects\2019_YCCB_Bermuda_S1130\Killifish\Audio Data\2025 BDAKFP MGV\S1130_048K_MGV_10457639_20250526_230000.flac	37.0729	3515.625	3375.000	3726.562	351.562			1
5390	Spectrogram 1	1	38436.771400000	38437.060350000	3304.569	3730.965	S1130_048K_MGV_10457639_20250526_230000.flac	\\ag-clo-repnas5.ad.cornell.edu\w\projects\2019_YCCB_Bermuda_S1130\Killifish\Audio Data\2025 BDAKFP MGV\S1130_048K_MGV_10457639_20250526_230000.flac	36.7714	3492.188	3328.125	3703.125	375.000			1
5391	Spectrogram 1	1	38434.371900000	38434.748780000	3432.488	3880.204	S1130_048K_MGV_10457639_20250526_230000.flac	\\ag-clo-repnas5.ad.cornell.edu\w\projects\2019_YCCB_Bermuda_S1130\Killifish\Audio Data\2025 BDAKFP MGV\S1130_048K_MGV_10457639_20250526_230000.flac	34.3719	3609.375	3445.312	3843.750	398.438			1
5392	Spectrogram 1	1	38434.886900000	38435.364290000	3261.930	3730.965	S1130_048K_MGV_10457639_20250526_230000.flac	\\ag-clo-repnas5.ad.cornell.edu\w\projects\2019_YCCB_Bermuda_S1130\Killifish\Audio Data\2025 BDAKFP MGV\S1130_048K_MGV_10457639_20250526_230000.flac	34.8869	3492.188	3304.688	3703.125	398.438			1
5393	Spectrogram 1	1	38431.595500000	38431.947260000	3283.250	3730.965	S1130_048K_MGV_10457639_20250526_230000.flac	\\ag-clo-repnas5.ad.cornell.edu\w\projects\2019_YCCB_Bermuda_S1130\Killifish\Audio Data\2025 BDAKFP MGV\S1130_048K_MGV_10457639_20250526_230000.flac	31.5955	3492.188	3328.125	3703.125	375.000			1
5394	Spectrogram 1	1	38430.276400000	38430.778910000	3261.930	3688.326	S1130_048K_MGV_10457639_20250526_230000.flac	\\ag-clo-repnas5.ad.cornell.edu\w\projects\2019_YCCB_Bermuda_S1130\Killifish\Audio Data\2025 BDAKFP MGV\S1130_048K_MGV_10457639_20250526_230000.flac	30.2764	3492.188	3304.688	3656.250	351.562			1
5395	Spectrogram 1	1	38433.379400000	38433.819090000	3347.209	3688.326	S1130_048K_MGV_10457639_20250526_230000.flac	\\ag-clo-repnas5.ad.cornell.edu\w\projects\2019_YCCB_Bermuda_S1130\Killifish\Audio Data\2025 BDAKFP MGV\S1130_048K_MGV_10457639_20250526_230000.flac	33.3794	3515.625	3351.562	3656.250	304.688			1
5396	Spectrogram 1	1	38425.389400000	38425.778850000	2963.453	3347.209	S1130_048K_MGV_10457639_20250526_230000.flac	\\ag-clo-repnas5.ad.cornell.edu\w\projects\2019_YCCB_Bermuda_S1130\Killifish\Audio Data\2025 BDAKFP MGV\S1130_048K_MGV_10457639_20250526_230000.flac	25.3894	3164.062	2976.562	3328.125	351.562			1
5397	Spectrogram 1	1	38423.618100000	38424.070360000	3368.529	3794.925	S1130_048K_MGV_10457639_20250526_230000.flac	\\ag-clo-repnas5.ad.cornell.edu\w\projects\2019_YCCB_Bermuda_S1130\Killifish\Audio Data\2025 BDAKFP MGV\S1130_048K_MGV_10457639_20250526_230000.flac	23.6181	3539.062	3375.000	3750.000	375.000			1
5398	Spectrogram 1	1	38422.085400000	38422.374340000	3432.488	3816.245	S1130_048K_MGV_10457639_20250526_230000.flac	\\ag-clo-repnas5.ad.cornell.edu\w\projects\2019_YCCB_Bermuda_S1130\Killifish\Audio Data\2025 BDAKFP MGV\S1130_048K_MGV_10457639_20250526_230000.flac	22.0854	3585.938	3445.312	3796.875	351.562			1
5399	Spectrogram 1	1	38422.324100000	38422.776360000	1876.143	2259.899	S1130_048K_MGV_10457639_20250526_230000.flac	\\ag-clo-repnas5.ad.cornell.edu\w\projects\2019_YCCB_Bermuda_S1130\Killifish\Audio Data\2025 BDAKFP MGV\S1130_048K_MGV_10457639_20250526_230000.flac	22.3241	2039.062	1898.438	2226.562	328.125			1
5400	Spectrogram 1	1	38421.093000000	38421.457320000	1854.823	2174.620	S1130_048K_MGV_10457639_20250526_230000.flac	\\ag-clo-repnas5.ad.cornell.edu\w\projects\2019_YCCB_Bermuda_S1130\Killifish\Audio Data\2025 BDAKFP MGV\S1130_048K_MGV_10457639_20250526_230000.flac	21.0930	1992.188	1875.000	2156.250	281.250			1
5401	Spectrogram 1	1	38420.540200000	38420.954780000	3368.529	3752.285	S1130_048K_MGV_10457639_20250526_230000.flac	\\ag-clo-repnas5.ad.cornell.edu\w\projects\2019_YCCB_Bermuda_S1130\Killifish\Audio Data\2025 BDAKFP MGV\S1130_048K_MGV_10457639_20250526_230000.flac	20.5402	3539.062	3375.000	3726.562	351.562			1
5402	Spectrogram 1	1	38404.208500000	38404.585390000	1769.544	2217.259	S1130_048K_MGV_10457639_20250526_230000.flac	\\ag-clo-repnas5.ad.cornell.edu\w\projects\2019_YCCB_Bermuda_S1130\Killifish\Audio Data\2025 BDAKFP MGV\S1130_048K_MGV_10457639_20250526_230000.flac	4.2085	1968.750	1781.250	2179.688	398.438			1
5403	Spectrogram 1	1	38409.120600000	38409.497480000	1769.544	2174.620	S1130_048K_MGV_10457639_20250526_230000.flac	\\ag-clo-repnas5.ad.cornell.edu\w\projects\2019_YCCB_Bermuda_S1130\Killifish\Audio Data\2025 BDAKFP MGV\S1130_048K_MGV_10457639_20250526_230000.flac	9.1206	1968.750	1781.250	2156.250	375.000			1
5404	Spectrogram 1	1	38401.319100000	38401.645730000	1769.544	2195.940	S1130_048K_MGV_10457639_20250526_230000.flac	\\ag-clo-repnas5.ad.cornell.edu\w\projects\2019_YCCB_Bermuda_S1130\Killifish\Audio Data\2025 BDAKFP MGV\S1130_048K_MGV_10457639_20250526_230000.flac	1.3191	1945.312	1781.250	2156.250	375.000			1
5405	Spectrogram 1	1	38401.444700000	38401.834150000	3240.610	3773.605	S1130_048K_MGV_10457639_20250526_230000.flac	\\ag-clo-repnas5.ad.cornell.edu\w\projects\2019_YCCB_Bermuda_S1130\Killifish\Audio Data\2025 BDAKFP MGV\S1130_048K_MGV_10457639_20250526_230000.flac	1.4447	3492.188	3281.250	3750.000	468.750			1
5406	Spectrogram 1	1	38402.550300000	38402.864370000	3347.209	3837.564	S1130_048K_MGV_10457639_20250526_230000.flac	\\ag-clo-repnas5.ad.cornell.edu\w\projects\2019_YCCB_Bermuda_S1130\Killifish\Audio Data\2025 BDAKFP MGV\S1130_048K_MGV_10457639_20250526_230000.flac	2.5503	3539.062	3375.000	3796.875	421.875			1
5407	Spectrogram 1	1	38403.505000000	38403.655760000	3453.808	3667.006	S1130_048K_MGV_10457639_20250526_230000.flac	\\ag-clo-repnas5.ad.cornell.edu\w\projects\2019_YCCB_Bermuda_S1130\Killifish\Audio Data\2025 BDAKFP MGV\S1130_048K_MGV_10457639_20250526_230000.flac	3.5050	3562.500	3468.750	3656.250	187.500			1
5408	Spectrogram 1	1	38405.351800000	38405.603050000	3368.529	3730.965	S1130_048K_MGV_10457639_20250526_230000.flac	\\ag-clo-repnas5.ad.cornell.edu\w\projects\2019_YCCB_Bermuda_S1130\Killifish\Audio Data\2025 BDAKFP MGV\S1130_048K_MGV_10457639_20250526_230000.flac	5.3518	3515.625	3375.000	3703.125	328.125			1
5409	Spectrogram 1	1	38410.175900000	38410.464840000	3112.691	3688.326	S1130_048K_MGV_10457639_20250526_230000.flac	\\ag-clo-repnas5.ad.cornell.edu\w\projects\2019_YCCB_Bermuda_S1130\Killifish\Audio Data\2025 BDAKFP MGV\S1130_048K_MGV_10457639_20250526_230000.flac	10.1759	3421.875	3140.625	3656.250	515.625			1
5410	Spectrogram 1	1	38407.726100000	38408.216050000	3197.970	3688.326	S1130_048K_MGV_10457639_20250526_230000.flac	\\ag-clo-repnas5.ad.cornell.edu\w\projects\2019_YCCB_Bermuda_S1130\Killifish\Audio Data\2025 BDAKFP MGV\S1130_048K_MGV_10457639_20250526_230000.flac	7.7261	3445.312	3234.375	3656.250	421.875			1
5411	Spectrogram 1	1	38410.113100000	38410.477420000	1705.584	2174.620	S1130_048K_MGV_10457639_20250526_230000.flac	\\ag-clo-repnas5.ad.cornell.edu\w\projects\2019_YCCB_Bermuda_S1130\Killifish\Audio Data\2025 BDAKFP MGV\S1130_048K_MGV_10457639_20250526_230000.flac	10.1131	1921.875	1734.375	2132.812	398.438			1
5412	Spectrogram 1	1	38411.206000000	38411.683380000	1662.945	2174.620	S1130_048K_MGV_10457639_20250526_230000.flac	\\ag-clo-repnas5.ad.cornell.edu\w\projects\2019_YCCB_Bermuda_S1130\Killifish\Audio Data\2025 BDAKFP MGV\S1130_048K_MGV_10457639_20250526_230000.flac	11.2060	1921.875	1687.500	2132.812	445.312			1
5413	Spectrogram 1	1	38412.261300000	38412.763810000	3240.610	3837.564	S1130_048K_MGV_10457639_20250526_230000.flac	\\ag-clo-repnas5.ad.cornell.edu\w\projects\2019_YCCB_Bermuda_S1130\Killifish\Audio Data\2025 BDAKFP MGV\S1130_048K_MGV_10457639_20250526_230000.flac	12.2613	3515.625	3281.250	3796.875	515.625			1
5414	Spectrogram 1	1	38413.542700000	38413.894460000	1726.904	2217.259	S1130_048K_MGV_10457639_20250526_230000.flac	\\ag-clo-repnas5.ad.cornell.edu\w\projects\2019_YCCB_Bermuda_S1130\Killifish\Audio Data\2025 BDAKFP MGV\S1130_048K_MGV_10457639_20250526_230000.flac	13.5427	1945.312	1757.812	2179.688	421.875			1
5415	Spectrogram 1	1	38415.678400000	38416.030160000	1769.544	2217.259	S1130_048K_MGV_10457639_20250526_230000.flac	\\ag-clo-repnas5.ad.cornell.edu\w\projects\2019_YCCB_Bermuda_S1130\Killifish\Audio Data\2025 BDAKFP MGV\S1130_048K_MGV_10457639_20250526_230000.flac	15.6784	1968.750	1781.250	2179.688	398.438			1
5416	Spectrogram 1	1	38417.386900000	38417.700970000	3347.209	3752.285	S1130_048K_MGV_10457639_20250526_230000.flac	\\ag-clo-repnas5.ad.cornell.edu\w\projects\2019_YCCB_Bermuda_S1130\Killifish\Audio Data\2025 BDAKFP MGV\S1130_048K_MGV_10457639_20250526_230000.flac	17.3869	3515.625	3375.000	3726.562	351.562			1
5417	Spectrogram 1	1	38419.472400000	38419.786470000	3219.290	3773.605	S1130_048K_MGV_10457639_20250526_230000.flac	\\ag-clo-repnas5.ad.cornell.edu\w\projects\2019_YCCB_Bermuda_S1130\Killifish\Audio Data\2025 BDAKFP MGV\S1130_048K_MGV_10457639_20250526_230000.flac	19.4724	3468.750	3234.375	3750.000	515.625			1
5418	Spectrogram 1	1	38418.894500000	38419.309070000	1662.945	2259.899	S1130_048K_MGV_10457639_20250526_230000.flac	\\ag-clo-repnas5.ad.cornell.edu\w\projects\2019_YCCB_Bermuda_S1130\Killifish\Audio Data\2025 BDAKFP MGV\S1130_048K_MGV_10457639_20250526_230000.flac	18.8945	1945.312	1687.500	2226.562	539.062			1
5419	Spectrogram 1	1	39025.854300000	39026.344250000	0.000	3283.250	S1130_048K_MGV_10457639_20250526_233000.flac	\\ag-clo-repnas5.ad.cornell.edu\w\projects\2019_YCCB_Bermuda_S1130\Killifish\Audio Data\2025 BDAKFP MGV\S1130_048K_MGV_10457639_20250526_233000.flac	25.8543	281.250	46.875	609.375	562.500			3
5420	Spectrogram 1	1	39044.108000000	39044.283880000	0.000	3730.965	S1130_048K_MGV_10457639_20250526_233000.flac	\\ag-clo-repnas5.ad.cornell.edu\w\projects\2019_YCCB_Bermuda_S1130\Killifish\Audio Data\2025 BDAKFP MGV\S1130_048K_MGV_10457639_20250526_233000.flac	44.1080	328.125	46.875	562.500	515.625			2
5421	Spectrogram 1	1	39001.231100000	39001.595420000	0.000	3794.925	S1130_048K_MGV_10457639_20250526_233000.flac	\\ag-clo-repnas5.ad.cornell.edu\w\projects\2019_YCCB_Bermuda_S1130\Killifish\Audio Data\2025 BDAKFP MGV\S1130_048K_MGV_10457639_20250526_233000.flac	1.2311	304.688	46.875	585.938	539.062			3
5422	Spectrogram 1	1	39003.165800000	39003.341680000	0.000	2409.138	S1130_048K_MGV_10457639_20250526_233000.flac	\\ag-clo-repnas5.ad.cornell.edu\w\projects\2019_YCCB_Bermuda_S1130\Killifish\Audio Data\2025 BDAKFP MGV\S1130_048K_MGV_10457639_20250526_233000.flac	3.1658	328.125	46.875	562.500	515.625			2
5423	Spectrogram 1	1	39001.909500000	39002.135630000	0.000	831.472	S1130_048K_MGV_10457639_20250526_233000.flac	\\ag-clo-repnas5.ad.cornell.edu\w\projects\2019_YCCB_Bermuda_S1130\Killifish\Audio Data\2025 BDAKFP MGV\S1130_048K_MGV_10457639_20250526_233000.flac	1.9095	304.688	46.875	562.500	515.625			2
5424	Spectrogram 1	1	39008.743700000	39009.824100000	0.000	724.873	S1130_048K_MGV_10457639_20250526_233000.flac	\\ag-clo-repnas5.ad.cornell.edu\w\projects\2019_YCCB_Bermuda_S1130\Killifish\Audio Data\2025 BDAKFP MGV\S1130_048K_MGV_10457639_20250526_233000.flac	8.7437	210.938	46.875	562.500	515.625			3
5425	Spectrogram 1	1	39015.439700000	39015.615580000	0.000	1407.107	S1130_048K_MGV_10457639_20250526_233000.flac	\\ag-clo-repnas5.ad.cornell.edu\w\projects\2019_YCCB_Bermuda_S1130\Killifish\Audio Data\2025 BDAKFP MGV\S1130_048K_MGV_10457639_20250526_233000.flac	15.4397	328.125	46.875	562.500	515.625			2
5426	Spectrogram 1	1	39015.854300000	39016.105550000	0.000	1193.909	S1130_048K_MGV_10457639_20250526_233000.flac	\\ag-clo-repnas5.ad.cornell.edu\w\projects\2019_YCCB_Bermuda_S1130\Killifish\Audio Data\2025 BDAKFP MGV\S1130_048K_MGV_10457639_20250526_233000.flac	15.8543	304.688	46.875	585.938	539.062			3
5427	Spectrogram 1	1	39018.957300000	39019.271370000	170.558	852.792	S1130_048K_MGV_10457639_20250526_233000.flac	\\ag-clo-repnas5.ad.cornell.edu\w\projects\2019_YCCB_Bermuda_S1130\Killifish\Audio Data\2025 BDAKFP MGV\S1130_048K_MGV_10457639_20250526_233000.flac	18.9573	398.438	187.500	585.938	398.438			3
5428	Spectrogram 1	1	39019.572900000	39019.773900000	0.000	1129.950	S1130_048K_MGV_10457639_20250526_233000.flac	\\ag-clo-repnas5.ad.cornell.edu\w\projects\2019_YCCB_Bermuda_S1130\Killifish\Audio Data\2025 BDAKFP MGV\S1130_048K_MGV_10457639_20250526_233000.flac	19.5729	328.125	46.875	562.500	515.625			3
5429	Spectrogram 1	1	39008.517600000	39008.907050000	0.000	1087.310	S1130_048K_MGV_10457639_20250526_233000.flac	\\ag-clo-repnas5.ad.cornell.edu\w\projects\2019_YCCB_Bermuda_S1130\Killifish\Audio Data\2025 BDAKFP MGV\S1130_048K_MGV_10457639_20250526_233000.flac	8.5176	304.688	46.875	585.938	539.062			4
5430	Spectrogram 1	1	39009.057800000	39009.384430000	0.000	2451.777	S1130_048K_MGV_10457639_20250526_233000.flac	\\ag-clo-repnas5.ad.cornell.edu\w\projects\2019_YCCB_Bermuda_S1130\Killifish\Audio Data\2025 BDAKFP MGV\S1130_048K_MGV_10457639_20250526_233000.flac	9.0578	304.688	46.875	585.938	539.062			4
5431	Spectrogram 1	1	39009.459800000	39009.761300000	0.000	2068.021	S1130_048K_MGV_10457639_20250526_233000.flac	\\ag-clo-repnas5.ad.cornell.edu\w\projects\2019_YCCB_Bermuda_S1130\Killifish\Audio Data\2025 BDAKFP MGV\S1130_048K_MGV_10457639_20250526_233000.flac	9.4598	304.688	46.875	585.938	539.062			4
5432	Spectrogram 1	1	39010.540200000	39010.816580000	127.919	1193.909	S1130_048K_MGV_10457639_20250526_233000.flac	\\ag-clo-repnas5.ad.cornell.edu\w\projects\2019_YCCB_Bermuda_S1130\Killifish\Audio Data\2025 BDAKFP MGV\S1130_048K_MGV_10457639_20250526_233000.flac	10.5402	398.438	140.625	585.938	445.312			3
